Date,Price
2024-06-04,1.8944286289131738
2024-06-05,1.9082724531538218
2024-06-06,1.6060156239017322
2024-06-07,1.2104777884575624
2024-06-08,1.837734872499572
2024-06-09,0.4246759553748485
2024-06-10,0.14944754487818945
2024-06-11,0.2489912334650339
2024-06-12,0.9309643847436259
2024-06-13,2.512786111657831
2024-06-14,4.906119630958585
2024-06-15,4.261722574047152
2024-06-16,5.855410436024841
2024-06-17,6.365983858610743
2024-06-18,6.332692757460872
2024-06-19,6.706805626818645
2024-06-20,5.88276846964306
2024-06-21,8.750417776613993
2024-06-22,8.025265078299828
2024-06-23,9.153866368767158
2024-06-24,8.733937033470154
2024-06-25,8.216441698764225
2024-06-26,10.94565276332972
2024-06-27,7.820903863319452
2024-06-28,7.504473594964529
2024-06-29,7.511065892221776
2024-06-30,6.782617045278682
2024-07-01,7.1616741375791655
2024-07-02,8.668014060896276
2024-07-03,8.908632910792207
2024-07-04,12.412438903101913
2024-07-05,15.528947431540255
2024-07-06,14.612618112761686
2024-07-07,16.8193896196772
2024-07-08,18.09499913898499
2024-07-09,19.070659133080202
2024-07-10,18.174106706073342
2024-07-11,20.062799870320752
2024-07-12,18.03731653798303
2024-07-13,21.435645774175423
2024-07-14,19.09043602485341
2024-07-15,19.242058861772886
2024-07-16,19.296445314146975
2024-07-17,20.74180648783276
2024-07-18,16.234323238082712
2024-07-19,16.123902259021353
2024-07-20,15.850321922839225
2024-07-21,16.382649926374317
2024-07-22,15.843729625581988
2024-07-23,15.474560979166172
2024-07-24,13.061780182957094
2024-07-25,14.269818655376314
2024-07-26,12.992561061753845
2024-07-27,13.714417611440146
2024-07-28,16.697432120414554
2024-07-29,16.02831394878915
2024-07-30,16.249155906911874
2024-07-31,19.627708251331054
2024-08-01,19.040993795421883
2024-08-02,19.415106664780254
2024-08-03,20.511076083823433
2024-08-04,24.217595216798827
2024-08-05,24.014882076134633
2024-08-06,30.020464877629873
2024-08-07,30.949978790924416
2024-08-08,31.78720054261463
2024-08-09,28.09221792983903
2024-08-10,25.61351416105458
2024-08-11,26.236486251879313
2024-08-12,30.46874109113405
2024-08-13,31.866308109702985
2024-08-14,31.769071725156103
2024-08-15,28.993714579788442
2024-08-16,26.45403206137416
2024-08-17,27.495615028043254
2024-08-18,23.69021143620779
2024-08-19,25.13227646126421
2024-08-20,29.506265691551818
2024-08-21,22.327253978238232
2024-08-22,24.161560690111553
2024-08-23,22.782122488999644
2024-08-24,23.57484623420238
2024-08-25,21.51640141557846
2024-08-26,23.61275194343262
2024-08-27,23.42816762022546
2024-08-28,23.540236673601502
2024-08-29,24.324720047232315
2024-08-30,27.610980230048664
2024-08-31,23.602863497546014
2024-09-01,23.579790457144934
2024-09-02,21.37796317317197
2024-09-03,20.8654120614086
2024-09-04,21.82294323804678
2024-09-05,22.244850262520504
2024-09-06,23.322690864106654
2024-09-07,23.71493255092206
2024-09-08,26.83638530230296
2024-09-09,26.30076115014
2024-09-10,29.097543261592566
2024-09-11,27.917522052518475
2024-09-12,27.739530026568552
2024-09-13,27.920818201146346
2024-09-14,29.70568268358814
2024-09-15,27.657126310850828
2024-09-16,27.133038678886166
2024-09-17,29.28047951048654
2024-09-18,26.378220642913675
2024-09-19,24.2093548452284
2024-09-20,22.528319044589235
2024-09-21,22.037192898912263
2024-09-22,22.44591532887151
2024-09-23,21.438941922803295
2024-09-24,17.959857045207862
2024-09-25,18.269695016305544
2024-09-26,17.90711866714846
2024-09-27,19.650781291732137
