Date,Price
2024-06-19,81.22557010394266
2024-06-20,81.22557010394266
2024-06-21,81.22557010394266
2024-06-22,81.22557010394266
2024-06-23,81.22557010394266
2024-06-24,81.22557010394266
2024-06-25,81.22557010394266
2024-06-26,81.22557010394266
2024-06-27,81.22557010394266
2024-06-28,81.22557010394266
2024-06-29,81.22557010394266
2024-06-30,81.22557010394266
2024-07-01,81.22557010394266
2024-07-02,81.22557010394266
2024-07-03,81.22557010394266
2024-07-04,81.22557010394266
2024-07-05,81.22557010394266
2024-07-06,81.22557010394266
2024-07-07,81.22557010394266
2024-07-08,81.22557010394266
2024-07-09,196.39182485845225
2024-07-10,196.39182485845225
2024-07-11,196.39182485845225
2024-07-12,196.39182485845225
2024-07-13,196.39182485845225
2024-07-14,196.39182485845225
2024-07-15,196.39182485845225
2024-07-16,196.39182485845225
2024-07-17,196.39182485845225
2024-07-18,196.39182485845225
2024-07-19,196.39182485845225
2024-07-20,196.39182485845225
2024-07-21,311.5580796129572
2024-07-22,311.5580796129572
2024-07-23,311.5580796129572
2024-07-24,311.5580796129572
2024-07-25,311.5580796129572
2024-07-26,311.5580796129572
2024-07-27,311.5580796129572
2024-07-28,311.5580796129572
2024-07-29,311.5580796129572
2024-07-30,541.890589122055
2024-07-31,541.890589122055
2024-08-01,541.890589122055
2024-08-02,657.0568438765599
2024-08-03,657.0568438765599
2024-08-04,657.0568438765599
2024-08-05,657.0568438765599
2024-08-06,657.0568438765599
2024-08-07,657.0568438765599
2024-08-08,657.0568438765599
2024-08-09,657.0568438765599
2024-08-10,657.0568438765599
2024-08-11,657.0568438765599
2024-08-12,657.0568438765599
2024-08-13,772.2230986310694
2024-08-14,772.2230986310694
2024-08-15,772.2230986310694
2024-08-16,772.2230986310694
2024-08-17,772.2230986310694
2024-08-18,772.2230986310694
2024-08-19,772.2230986310694
2024-08-20,772.2230986310694
2024-08-21,772.2230986310694
2024-08-22,887.3893533855745
2024-08-23,887.3893533855745
2024-08-24,887.3893533855745
2024-08-25,887.3893533855745
2024-08-26,887.3893533855745
2024-08-27,887.3893533855745
2024-08-28,1002.5556081400795
2024-08-29,1002.5556081400795
2024-08-30,1117.721862894589
2024-08-31,1232.888117649094
2024-09-01,1463.2206271581917
2024-09-02,1578.3868819126967
