Date,Price
2024-06-02,779.681812406328
2024-06-03,915.379131244796
2024-06-04,751.4966436969191
2024-06-05,869.9799000649456
2024-06-06,892.6570378850954
2024-06-07,759.0934783513736
2024-06-08,664.6216923397168
2024-06-09,612.9586559825145
2024-06-10,702.0155798318067
2024-06-11,790.5011122581179
2024-06-12,820.9887864279765
2024-06-13,740.9855173263943
2024-06-14,1353.6142006661114
2024-06-15,1300.9176429699414
2024-06-16,1208.6488738551207
2024-06-17,1279.209525062448
2024-06-18,1328.7257715237301
2024-06-19,1467.631873438801
2024-06-20,1531.7628400431306
2024-06-21,1586.0799472106578
2024-06-22,1289.2064643052454
2024-06-23,1020.5073347185677
2024-06-24,1219.7253324237302
2024-06-25,1147.4904457094087
2024-06-26,987.7262765020814
2024-06-27,1111.7298776680266
2024-06-28,1038.4094124029973
2024-06-29,971.3618085761864
2024-06-30,1177.3233326727725
2024-07-01,1177.3233326727725
2024-07-02,1055.7348864279766
2024-07-03,1103.5774186059116
2024-07-04,1170.2939802639467
2024-07-05,1216.0967036995003
2024-07-06,1101.0574325787675
2024-07-07,1359.302053713572
2024-07-08,1718.4707535387174
2024-07-09,1425.2824521232305
2024-07-10,1457.8589300582846
2024-07-11,1451.3436344712736
2024-07-12,1330.8106661115735
2024-07-13,1220.0506411323895
2024-07-14,1304.7494837635304
2024-07-15,1272.1730058284763
2024-07-16,1304.7494837635304
2024-07-17,1190.7318109908408
2024-07-18,1265.6577102414653
2024-07-19,1109.2906161532055
2024-07-20,1027.8494213155702
2024-07-21,812.8446669442129
2024-07-22,952.9235220649458
2024-07-23,744.4340632805993
2024-07-24,786.7834845961696
2024-07-25,692.3116985845129
2024-07-26,754.2070066611158
2024-07-27,978.984704412989
2024-07-28,920.3470441298914
2024-07-29,809.5870191507075
2024-07-30,910.5741007493755
2024-07-31,962.6964654454621
2024-08-01,858.4517360532885
2024-08-02,1001.7882389675268
2024-08-03,1184.2165154038298
2024-08-04,1037.6223646960866
2024-08-05,1154.8976852622814
2024-08-06,1278.6883014154869
2024-08-07,1275.4306536219815
2024-08-08,1066.941194837635
2024-08-09,913.8317485428807
2024-08-10,871.4823272273104
2024-08-11,1053.9106036636135
2024-08-12,962.6964654454621
2024-08-13,790.041132389675
2024-08-14,662.9928684429639
2024-08-15,451.24576186511206
2024-08-16,532.6869567027475
2024-08-17,451.24576186511206
2024-08-18,568.5210824313071
2024-08-19,562.0057868442965
2024-08-20,434.95752289758536
2024-08-21,395.86574937552035
2024-08-22,285.1057243963364
2024-08-23,360.03162364696067
2024-08-24,288.36337218984175
2024-08-25,311.1669067443796
2024-08-26,307.9092589508743
2024-08-27,304.65161115736845
2024-08-28,369.80456702747716
2024-08-29,464.2763530391339
2024-08-30,500.11047876769356
2024-08-31,855.1940882597837
2024-09-01,594.5822647793503
2024-09-02,522.9140133222314
2024-09-03,842.1634970857614
2024-09-04,874.7399750208158
2024-09-05,1138.6094462947542
2024-09-06,1203.7624021648624
2024-09-07,1154.8976852622814
2024-09-08,1233.0812323064113
2024-09-09,1135.3517985012488
2024-09-10,907.3164529558701
2024-09-11,949.6658742714402
2024-09-12,952.9235220649458
2024-09-13,799.8140757701915
2024-09-14,676.0234596169857
2024-09-15,737.9187676935886
2024-09-16,734.6611199000832
