Date,Score
2024-12-30,-17.27
2024-12-31,-18.13
2025-01-01,49.67
2025-01-02,-12.51
2025-01-03,-0.85
2025-01-04,-33.24
2025-01-05,0.3
2025-01-06,-5.45
2025-01-07,8.75
2025-01-08,8.36
2025-01-09,28.59
2025-01-10,25.66
2025-01-11,18.66
2025-01-12,-0.29
2025-01-13,36.38
2025-01-14,6.87
2025-01-15,0.61
2025-01-16,-31.14
2025-01-17,-24.84
2025-01-18,58.41
2025-01-19,33.73
2025-01-20,-7.85
2025-01-21,-3.34
2025-01-22,12.16
2025-01-23,-27.27
2025-01-24,6.98
2025-01-25,9.37
2025-01-26,4.27
2025-01-27,4.95
2025-01-28,-23.15
2025-01-29,-17.93
2025-01-30,-26.73
2025-01-31,-0.61
2025-02-01,-1.96
2025-02-02,7.4
2025-02-03,8.62
2025-02-04,4.99
2025-02-05,1.75
2025-02-06,5.51
2025-02-07,-0.97
2025-02-08,2.99
2025-02-09,42.18
2025-02-10,-16.57
2025-02-11,-28.32
2025-02-12,9.29
2025-02-13,17.46
2025-02-14,-24.28
2025-02-15,-22.86
2025-02-16,-26.53
2025-02-17,20.2
2025-02-18,-3.59
2025-02-19,15.11
2025-02-20,-30.64
2025-02-21,25.32
2025-02-22,0.0
2025-02-23,0.1
2025-02-24,0.98
2025-02-25,27.1
2025-02-26,26.7
2025-02-27,-4.15
2025-02-28,15.95
2025-03-01,11.93
2025-03-02,-2.39
2025-03-03,8.13
2025-03-04,-9.21
2025-03-05,17.45
2025-03-06,16.67
2025-03-07,-7.83
2025-03-08,-5.5
2025-03-09,28.7
2025-03-10,0.8
2025-03-11,25.35
2025-03-12,-13.37
2025-03-13,23.84
2025-03-14,-45.71
2025-03-15,-24.02
2025-03-16,23.63
2025-03-17,24.83
2025-03-18,34.52
2025-03-19,22.72
2025-03-20,24.02
2025-03-21,8.86
2025-03-22,-20.18
2025-03-23,25.53
2025-03-24,-17.07
2025-03-25,0.78
