Date,Score
2024-12-30,-2.53
2024-12-31,-23.31
2025-01-01,-32.36
2025-01-02,-72.42
2025-01-03,-29.83
2025-01-04,-32.07
2025-01-05,-27.66
2025-01-06,-19.95
2025-01-07,-35.57
2025-01-08,3.05
2025-01-09,-7.4
2025-01-10,-18.34
2025-01-11,-13.39
2025-01-12,-11.51
2025-01-13,-5.5
2025-01-14,7.59
2025-01-15,-30.53
2025-01-16,-19.76
2025-01-17,-25.66
2025-01-18,-5.68
2025-01-19,-13.3
2025-01-20,-49.97
2025-01-21,-9.7
2025-01-22,7.36
2025-01-23,-17.43
2025-01-24,-18.93
2025-01-25,-5.85
2025-01-26,-9.64
2025-01-27,-16.78
2025-01-28,0.09
2025-01-29,-32.23
2025-01-30,27.84
2025-01-31,-20.47
2025-02-01,9.07
2025-02-02,6.09
2025-02-03,-56.7
2025-02-04,-53.2
2025-02-05,-72.87
2025-02-06,-15.18
2025-02-07,-66.23
2025-02-08,-40.09
2025-02-09,-18.16
2025-02-10,-22.31
2025-02-11,-32.96
2025-02-12,-41.47
2025-02-13,-41.89
2025-02-14,-17.5
2025-02-15,-44.53
2025-02-16,-45.79
2025-02-17,6.7
2025-02-18,-11.16
2025-02-19,-17.61
2025-02-20,-14.02
2025-02-21,-35.39
2025-02-22,-37.88
2025-02-23,-18.03
2025-02-24,-12.51
2025-02-25,-67.08
2025-02-26,-29.81
2025-02-27,-25.87
2025-02-28,-31.36
2025-03-01,-45.05
2025-03-02,-25.47
2025-03-03,-39.2
2025-03-04,-58.66
2025-03-05,-33.35
2025-03-06,-61.14
2025-03-07,-48.09
2025-03-08,-18.15
2025-03-09,-22.81
2025-03-10,-31.05
2025-03-11,-51.02
2025-03-12,-56.23
2025-03-13,-25.43
2025-03-14,-43.5
2025-03-15,-49.28
2025-03-16,-17.71
2025-03-17,-27.38
2025-03-18,-51.08
2025-03-19,-31.77
2025-03-20,-26.33
2025-03-21,-29.23
2025-03-22,-62.88
2025-03-23,-54.59
2025-03-24,-25.04
2025-03-25,-47.27
