Date,Score
2024-12-30,-17.99
2024-12-31,-12.05
2025-01-01,-1.53
2025-01-02,4.63
2025-01-03,-6.88
2025-01-04,3.98
2025-01-05,8.12
2025-01-06,1.66
2025-01-07,46.7
2025-01-08,-33.96
2025-01-09,-30.15
2025-01-10,17.74
2025-01-11,-6.73
2025-01-12,8.33
2025-01-13,34.97
2025-01-14,-7.54
2025-01-15,-13.46
2025-01-16,-30.51
2025-01-17,-20.19
2025-01-18,-23.91
2025-01-19,-8.36
2025-01-20,0.0
2025-01-21,16.27
2025-01-22,-18.12
2025-01-23,-10.06
2025-01-24,4.45
2025-01-25,-7.15
2025-01-26,-4.68
2025-01-27,12.48
2025-01-28,2.74
2025-01-29,-28.39
2025-01-30,10.75
2025-01-31,1.05
2025-02-01,13.17
2025-02-02,-4.73
2025-02-03,-5.19
2025-02-04,-25.14
2025-02-05,-44.04
2025-02-06,5.22
2025-02-07,22.41
2025-02-08,-6.4
2025-02-09,11.89
2025-02-10,5.75
2025-02-11,7.17
2025-02-12,20.94
2025-02-13,-38.54
2025-02-14,-17.21
2025-02-15,30.18
2025-02-16,26.21
2025-02-17,15.05
2025-02-18,-19.14
2025-02-19,5.81
2025-02-20,15.71
2025-02-21,17.69
2025-02-22,0.72
2025-02-23,23.2
2025-02-24,-8.12
2025-02-25,-39.0
2025-02-26,8.28
2025-02-27,-2.88
2025-02-28,-11.87
2025-03-01,-0.72
2025-03-02,-6.95
2025-03-03,0.7
2025-03-04,17.45
2025-03-05,33.03
2025-03-06,-4.85
2025-03-07,-25.48
2025-03-08,34.0
2025-03-09,-9.43
2025-03-10,-3.58
2025-03-11,6.78
2025-03-12,26.33
2025-03-13,-2.17
2025-03-14,-15.37
2025-03-15,10.43
2025-03-16,-16.38
2025-03-17,-2.49
2025-03-18,54.16
2025-03-19,-6.13
2025-03-20,23.21
2025-03-21,46.13
2025-03-22,-6.69
2025-03-23,7.09
2025-03-24,8.46
2025-03-25,30.89
