Date,Score
2024-12-30,-23.49
2024-12-31,-50.82
2025-01-01,-5.25
2025-01-02,-27.42
2025-01-03,-26.41
2025-01-04,39.6
2025-01-05,0.0
2025-01-06,-23.83
2025-01-07,33.43
2025-01-08,-8.6
2025-01-09,24.27
2025-01-10,-9.82
2025-01-11,-5.1
2025-01-12,0.0
2025-01-13,2.45
2025-01-14,19.2
2025-01-15,39.22
2025-01-16,25.97
2025-01-17,23.15
2025-01-18,-1.2
2025-01-19,21.86
2025-01-20,7.89
2025-01-21,40.49
2025-01-22,32.62
2025-01-23,19.89
2025-01-24,7.4
2025-01-25,23.7
2025-01-26,18.49
2025-01-27,11.42
2025-01-28,13.97
2025-01-29,64.64
2025-01-30,64.15
2025-01-31,61.99
2025-02-01,7.07
2025-02-02,9.44
2025-02-03,31.07
2025-02-04,34.58
2025-02-05,24.5
2025-02-06,26.97
2025-02-07,3.23
2025-02-08,26.31
2025-02-09,-27.16
2025-02-10,31.35
2025-02-11,15.6
2025-02-12,21.1
2025-02-13,10.37
2025-02-14,16.03
2025-02-15,18.19
2025-02-16,11.93
2025-02-17,43.5
2025-02-18,9.36
2025-02-19,6.43
2025-02-20,10.8
2025-02-21,0.92
2025-02-22,-0.46
2025-02-23,-10.52
2025-02-24,15.5
2025-02-25,31.68
2025-02-26,26.2
2025-02-27,4.11
2025-02-28,-20.73
2025-03-01,-9.62
2025-03-02,16.54
2025-03-03,13.88
2025-03-04,12.09
2025-03-05,8.11
2025-03-06,6.48
2025-03-07,22.3
2025-03-08,-6.9
2025-03-09,6.67
2025-03-10,-19.74
2025-03-11,-24.94
2025-03-12,-0.73
2025-03-13,-8.48
2025-03-14,4.92
2025-03-15,0.0
2025-03-16,-18.83
2025-03-17,7.43
2025-03-18,6.47
2025-03-19,21.65
2025-03-20,-29.74
2025-03-21,4.65
2025-03-22,-16.7
2025-03-23,-31.92
2025-03-24,-14.8
2025-03-25,-12.68
2025-03-26,-29.02
2025-03-27,-10.68
2025-03-28,5.62
2025-03-29,-14.67
2025-03-30,-38.22
2025-03-31,8.45
2025-04-01,-14.83
2025-04-02,26.4
2025-04-03,40.47
