Date,Score
2024-12-30,18.76
2024-12-31,-1.98
2025-01-01,16.83
2025-01-02,-22.66
2025-01-03,-18.19
2025-01-04,2.63
2025-01-05,16.35
2025-01-06,4.67
2025-01-07,-4.48
2025-01-08,-0.69
2025-01-09,21.28
2025-01-10,-9.6
2025-01-11,20.96
2025-01-12,15.27
2025-01-13,0.8
2025-01-14,9.27
2025-01-15,0.99
2025-01-16,-9.93
2025-01-17,32.07
2025-01-18,-5.25
2025-01-19,5.76
2025-01-20,4.56
2025-01-21,-4.85
2025-01-22,0.0
2025-01-23,4.14
2025-01-24,5.36
2025-01-25,17.68
2025-01-26,8.0
2025-01-27,6.49
2025-01-28,8.14
2025-01-29,16.66
2025-01-30,4.1
2025-01-31,16.5
2025-02-01,0.0
2025-02-02,13.57
2025-02-03,0.08
2025-02-04,7.16
2025-02-05,-27.94
2025-02-06,-1.07
2025-02-07,1.65
2025-02-08,-23.22
2025-02-09,-1.38
2025-02-10,-9.64
2025-02-11,-1.61
2025-02-12,12.79
2025-02-13,31.04
2025-02-14,1.46
2025-02-15,14.63
2025-02-16,22.39
2025-02-17,13.89
2025-02-18,-17.88
2025-02-19,19.34
2025-02-20,-1.3
2025-02-21,-0.62
2025-02-22,-9.7
2025-02-23,0.0
2025-02-24,-20.23
2025-02-25,-5.84
2025-02-26,-21.25
2025-02-27,-34.56
2025-02-28,-23.82
2025-03-01,0.0
2025-03-02,7.66
2025-03-03,-1.39
2025-03-04,11.09
2025-03-05,0.0
2025-03-06,-50.91
2025-03-07,-13.0
2025-03-08,5.51
2025-03-09,-33.52
2025-03-10,-20.52
2025-03-11,12.65
2025-03-12,-18.91
2025-03-13,-18.74
2025-03-14,-14.19
2025-03-15,-7.8
2025-03-16,0.9
2025-03-17,-2.8
2025-03-18,19.95
2025-03-19,-9.08
2025-03-20,0.22
2025-03-21,22.03
2025-03-22,0.0
2025-03-23,-6.02
2025-03-24,-8.93
2025-03-25,5.34
2025-03-26,4.24
2025-03-27,3.21
2025-03-28,-42.26
2025-03-29,8.71
2025-03-30,0.0
2025-03-31,29.87
2025-04-01,-1.04
2025-04-02,-9.75
2025-04-03,5.66
