Date,Score
2024-12-30,-8.28
2024-12-31,-1.17
2025-01-01,2.52
2025-01-02,-51.7
2025-01-03,-9.61
2025-01-04,-21.69
2025-01-05,-33.05
2025-01-06,-12.41
2025-01-07,-14.72
2025-01-08,-51.03
2025-01-09,-17.91
2025-01-10,-0.52
2025-01-11,-26.5
2025-01-12,-9.7
2025-01-13,-23.27
2025-01-14,-28.74
2025-01-15,-24.25
2025-01-16,-16.1
2025-01-17,-18.92
2025-01-18,-34.59
2025-01-19,-26.06
2025-01-20,-21.59
2025-01-21,-7.74
2025-01-22,-16.65
2025-01-23,-23.57
2025-01-24,1.72
2025-01-25,-4.13
2025-01-26,13.36
2025-01-27,-24.76
2025-01-28,1.27
2025-01-29,-31.75
2025-01-30,26.76
2025-01-31,-46.14
2025-02-01,-2.93
2025-02-02,-13.58
2025-02-03,-10.59
2025-02-04,9.05
2025-02-05,-9.67
2025-02-06,-9.17
2025-02-07,-14.84
2025-02-08,-15.85
2025-02-09,13.43
2025-02-10,-13.89
2025-02-11,8.16
2025-02-12,-0.97
2025-02-13,14.89
2025-02-14,2.39
2025-02-15,-1.06
2025-02-16,0.0
2025-02-17,8.7
2025-02-18,-0.11
2025-02-19,22.22
2025-02-20,-9.54
2025-02-21,-34.56
2025-02-22,-9.34
2025-02-23,-11.72
2025-02-24,24.84
2025-02-25,15.42
2025-02-26,1.98
2025-02-27,0.0
2025-02-28,5.91
2025-03-01,-10.04
2025-03-02,2.31
2025-03-03,-15.03
2025-03-04,39.95
2025-03-05,-0.7
2025-03-06,15.81
2025-03-07,-36.47
2025-03-08,8.86
2025-03-09,-9.37
2025-03-10,3.84
2025-03-11,9.98
2025-03-12,-18.42
2025-03-13,2.73
2025-03-14,2.37
2025-03-15,0.0
2025-03-16,-1.37
2025-03-17,-34.98
2025-03-18,-16.14
2025-03-19,-3.67
2025-03-20,-68.25
2025-03-21,-8.51
