Date,Score
2024-12-30,-11.99
2024-12-31,0.0
2025-01-01,29.8
2025-01-02,13.39
2025-01-03,-1.91
2025-01-04,0.0
2025-01-05,-28.8
2025-01-06,-34.74
2025-01-07,-18.05
2025-01-08,36.51
2025-01-09,26.3
2025-01-10,13.99
2025-01-11,7.65
2025-01-12,-9.44
2025-01-13,-1.29
2025-01-14,22.95
2025-01-15,4.41
2025-01-16,14.76
2025-01-17,-7.01
2025-01-18,0.1
2025-01-19,-35.67
2025-01-20,15.1
2025-01-21,10.8
2025-01-22,24.29
2025-01-23,-16.15
2025-01-24,-17.1
2025-01-25,-48.86
2025-01-26,-39.73
2025-01-27,-40.85
2025-01-28,-27.15
2025-01-29,7.34
2025-01-30,7.61
2025-01-31,24.15
2025-02-01,18.68
2025-02-02,-2.05
2025-02-03,-6.14
2025-02-04,-1.12
2025-02-05,6.66
2025-02-06,20.01
2025-02-07,-9.43
2025-02-08,8.01
2025-02-09,21.04
2025-02-10,26.95
2025-02-11,25.97
2025-02-12,-9.96
2025-02-13,33.44
2025-02-14,-14.38
2025-02-15,3.17
2025-02-16,21.95
2025-02-17,-5.87
2025-02-18,10.4
2025-02-19,6.98
2025-02-20,-2.82
2025-02-21,15.05
2025-02-22,-1.8
2025-02-23,-29.81
2025-02-24,-28.66
2025-02-25,-6.48
2025-02-26,-7.69
2025-02-27,6.4
2025-02-28,4.38
2025-03-01,-30.33
2025-03-02,1.92
2025-03-03,-22.58
2025-03-04,0.52
2025-03-05,1.39
2025-03-06,0.0
2025-03-07,23.25
2025-03-08,16.0
2025-03-09,18.18
2025-03-10,-0.51
2025-03-11,9.43
2025-03-12,12.11
2025-03-13,10.69
2025-03-14,27.12
2025-03-15,-2.03
2025-03-16,-36.61
2025-03-17,29.91
2025-03-18,0.38
2025-03-19,-67.7
2025-03-20,-26.47
2025-03-21,-9.09
2025-03-22,-63.33
2025-03-23,-17.29
2025-03-24,-9.33
2025-03-25,-0.98
