Date,Score
2024-12-30,-10.75
2024-12-31,-8.85
2025-01-01,0.0
2025-01-02,17.17
2025-01-03,-28.43
2025-01-04,-26.78
2025-01-05,0.0
2025-01-06,18.75
2025-01-07,27.29
2025-01-08,-7.35
2025-01-09,8.73
2025-01-10,-9.22
2025-01-11,-37.63
2025-01-12,13.76
2025-01-13,-8.24
2025-01-14,-9.24
2025-01-15,-0.74
2025-01-16,27.7
2025-01-17,27.42
2025-01-18,0.0
2025-01-19,15.28
2025-01-20,13.64
2025-01-21,22.47
2025-01-22,-5.05
2025-01-23,-14.65
2025-01-24,22.56
2025-01-25,9.54
2025-01-26,10.76
2025-01-27,18.65
2025-01-28,14.14
2025-01-29,0.0
2025-01-30,-7.23
2025-01-31,13.71
2025-02-01,-5.86
2025-02-02,5.38
2025-02-03,8.6
2025-02-04,0.0
2025-02-05,6.67
2025-02-06,8.3
2025-02-07,7.63
2025-02-08,-15.08
2025-02-09,30.63
2025-02-10,30.56
2025-02-11,-9.46
2025-02-12,20.66
2025-02-13,22.0
2025-02-14,9.21
2025-02-15,6.02
2025-02-16,21.63
2025-02-17,16.1
2025-02-18,24.45
2025-02-19,-12.07
2025-02-20,5.23
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,8.41
2025-02-25,-1.49
2025-02-26,5.93
2025-02-27,15.69
2025-02-28,-16.94
2025-03-01,14.38
2025-03-02,-6.01
2025-03-03,-8.81
2025-03-04,0.0
2025-03-05,2.45
2025-03-06,38.74
2025-03-07,1.59
2025-03-08,-26.42
2025-03-09,-8.77
2025-03-10,0.0
2025-03-11,-21.0
2025-03-12,-7.57
2025-03-13,-15.29
2025-03-14,15.04
2025-03-15,-77.11
2025-03-16,-10.67
2025-03-17,22.7
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,5.58
2025-03-21,7.58
