Date,Score
2024-12-30,3.76
2024-12-31,-1.55
2025-01-01,10.23
2025-01-02,3.85
2025-01-03,65.19
2025-01-04,14.1
2025-01-05,23.93
2025-01-06,24.04
2025-01-07,5.84
2025-01-08,6.54
2025-01-09,-0.01
2025-01-10,29.83
2025-01-11,11.05
2025-01-12,14.39
2025-01-13,32.79
2025-01-14,-12.53
2025-01-15,13.49
2025-01-16,7.48
2025-01-17,-19.53
2025-01-18,2.99
2025-01-19,9.46
2025-01-20,-14.9
2025-01-21,-3.29
2025-01-22,27.52
2025-01-23,39.92
2025-01-24,17.87
2025-01-25,23.31
2025-01-26,-11.97
2025-01-27,31.22
2025-01-28,46.64
2025-01-29,16.43
2025-01-30,26.67
2025-01-31,25.21
2025-02-01,-2.67
2025-02-02,8.84
2025-02-03,6.46
2025-02-04,34.98
2025-02-05,11.95
2025-02-06,-8.03
2025-02-07,-9.65
2025-02-08,-19.1
2025-02-09,24.18
2025-02-10,6.14
2025-02-11,19.05
2025-02-12,9.09
2025-02-13,8.09
2025-02-14,42.77
2025-02-15,5.75
2025-02-16,-11.45
2025-02-17,8.52
2025-02-18,21.6
2025-02-19,16.93
2025-02-20,8.99
2025-02-21,0.02
2025-02-22,8.63
2025-02-23,-18.14
2025-02-24,8.04
2025-02-25,-19.18
2025-02-26,-7.15
2025-02-27,-5.26
2025-02-28,8.15
2025-03-01,-6.89
2025-03-02,-2.18
2025-03-03,9.28
2025-03-04,33.19
2025-03-05,8.62
2025-03-06,27.92
2025-03-07,-9.41
2025-03-08,9.46
2025-03-09,16.77
2025-03-10,1.13
2025-03-11,12.12
2025-03-12,5.93
2025-03-13,1.32
2025-03-14,3.66
2025-03-15,-1.53
2025-03-16,-18.58
2025-03-17,41.01
2025-03-18,-1.23
2025-03-19,10.57
2025-03-20,26.78
2025-03-21,23.34
2025-03-22,6.71
2025-03-23,-0.21
2025-03-24,25.9
2025-03-25,12.95
2025-03-26,6.95
2025-03-27,40.79
2025-03-28,-4.96
2025-03-29,-12.93
2025-03-30,32.2
2025-03-31,7.43
2025-04-01,8.31
2025-04-02,0.0
2025-04-03,19.4
