Date,Score
2024-12-30,1.82
2024-12-31,-24.45
2025-01-01,-8.97
2025-01-02,14.73
2025-01-03,4.05
2025-01-04,-41.25
2025-01-05,42.95
2025-01-06,7.08
2025-01-07,-8.39
2025-01-08,4.97
2025-01-09,32.85
2025-01-10,0.64
2025-01-11,8.63
2025-01-12,50.13
2025-01-13,13.03
2025-01-14,24.42
2025-01-15,26.48
2025-01-16,16.22
2025-01-17,19.54
2025-01-18,-9.31
2025-01-19,11.9
2025-01-20,8.92
2025-01-21,-2.93
2025-01-22,17.02
2025-01-23,23.01
2025-01-24,-9.25
2025-01-25,0.0
2025-01-26,7.2
2025-01-27,14.52
2025-01-28,9.34
2025-01-29,23.17
2025-01-30,64.82
2025-01-31,40.66
2025-02-01,26.97
2025-02-02,23.42
2025-02-03,-49.48
2025-02-04,44.04
2025-02-05,31.55
2025-02-06,41.13
2025-02-07,-19.09
2025-02-08,3.0
2025-02-09,-88.91
2025-02-10,15.1
2025-02-11,8.88
2025-02-12,50.55
2025-02-13,11.6
2025-02-14,12.59
2025-02-15,-18.63
2025-02-16,0.0
2025-02-17,14.46
2025-02-18,16.11
2025-02-19,-4.17
2025-02-20,-9.68
2025-02-21,24.37
2025-02-22,18.19
2025-02-23,-10.64
2025-02-24,21.99
2025-02-25,21.55
2025-02-26,23.56
2025-02-27,13.87
2025-02-28,17.71
2025-03-01,-18.87
2025-03-02,34.41
2025-03-03,16.62
2025-03-04,0.0
2025-03-05,-5.81
2025-03-06,25.21
2025-03-07,-0.04
2025-03-08,46.3
2025-03-09,18.83
2025-03-10,32.43
2025-03-11,7.63
2025-03-12,40.75
2025-03-13,21.69
2025-03-14,7.37
2025-03-15,23.27
2025-03-16,0.0
2025-03-17,20.08
2025-03-18,17.31
2025-03-19,18.21
2025-03-20,22.96
2025-03-21,47.05
