Date,Price
2024-06-04,11.721825423088012
2024-06-05,31.341885723835585
2024-06-06,36.20210192892559
2024-06-07,33.28508138062848
2024-06-08,71.8605399849907
2024-06-09,55.04239098587783
2024-06-10,51.65133839411334
2024-06-11,68.21197906697157
2024-06-12,96.87840293211092
2024-06-13,230.32222912121404
2024-06-14,335.3598321910148
2024-06-15,377.0936983922372
2024-06-16,446.0481923879958
2024-06-17,482.1754438470976
2024-06-18,543.1747354797548
2024-06-19,559.6616503919265
2024-06-20,478.29074776073696
2024-06-21,532.8371739117752
2024-06-22,488.3457714722229
2024-06-23,470.1560507593828
2024-06-24,484.9254014228931
2024-06-25,475.750665952476
2024-06-26,571.2573364144638
2024-06-27,554.1343124484612
2024-06-28,498.7498125357995
2024-06-29,523.0385948545687
2024-06-30,546.7438201607222
2024-07-01,598.0701789828822
2024-07-02,725.5470383238488
2024-07-03,785.3120384012084
2024-07-04,884.1670151391799
2024-07-05,947.5700723741738
2024-07-06,915.1897050070904
2024-07-07,1048.385662396804
2024-07-08,1126.632028734229
2024-07-09,1064.357327978255
2024-07-10,1192.6461678787484
2024-07-11,1097.331191042531
2024-07-12,1093.658198909768
2024-07-13,1225.8360560639878
2024-07-14,1207.0888383008128
2024-07-15,1175.860095236331
2024-07-16,1215.880751595838
2024-07-17,1255.6022502249828
2024-07-18,1062.512555214753
2024-07-19,1027.5775802696517
2024-07-20,1004.1435580658878
2024-07-21,1051.5766781862835
2024-07-22,1075.5757761029151
2024-07-23,1060.451690850776
2024-07-24,921.5760245134824
2024-07-25,1029.272807407904
2024-07-26,964.2558606975748
2024-07-27,954.6495735813976
2024-07-28,1036.6852711687925
2024-07-29,1000.0883088334128
2024-07-30,979.6126241843624
2024-07-31,1104.9264734163403
2024-08-01,1148.9358995127257
2024-08-02,1077.8693187015408
2024-08-03,1135.839438876824
2024-08-04,1255.5357707293856
2024-08-05,1208.9336443041293
2024-08-06,1330.092525060295
2024-08-07,1369.7143044461027
2024-08-08,1354.8893769242086
