Date,Price
2024-06-11,250.4155256574032
2024-06-12,246.19266051242505
2024-06-13,249.73441837595507
2024-06-14,243.12767774590856
2024-06-15,238.0874838631927
2024-06-16,236.24849420328283
2024-06-17,232.97917925233196
2024-06-18,229.57364284509148
2024-06-19,154.85617407023548
2024-06-20,175.62994615440238
2024-06-21,170.65786299983128
2024-06-22,175.766167610692
2024-06-23,182.57724042517296
2024-06-24,176.37916416399528
2024-06-25,148.79431926534744
2024-06-26,149.8159801875196
2024-06-27,140.41669970353587
2024-06-28,134.7635092675167
2024-06-29,125.70478242425705
2024-06-30,131.56230504471066
2024-07-01,133.19696252018608
2024-07-02,130.3363119381041
2024-07-03,134.7635092675167
2024-07-04,132.7201874231724
2024-07-05,132.92451960760684
2024-07-06,130.26820120995927
2024-07-07,127.27132917158764
2024-07-08,125.15989659909856
2024-07-09,76.12017233483571
2024-07-10,80.07059456723469
2024-07-11,63.04291253103235
2024-07-12,59.50115466750224
2024-07-13,60.04604049266072
2024-07-14,78.50404781990405
2024-07-15,89.74231796379763
2024-07-16,87.63088539130854
2024-07-17,92.3305256333004
2024-07-18,101.45736320470486
2024-07-19,101.45736320470486
2024-07-20,101.5935846609945
2024-07-21,109.97120422280604
2024-07-22,114.39840155221869
2024-07-23,116.44172339656294
2024-07-24,118.9618203379209
2024-07-25,119.91537053194824
2024-07-26,123.11657475475428
2024-07-27,126.1815575212707
2024-07-28,129.45087247222156
2024-07-29,132.03908014172433
2024-07-30,134.55917708308226
2024-07-31,177.46893581431223
2024-08-01,183.39456916291064
2024-08-02,183.0540155221866
2024-08-03,193.4749569283425
2024-08-04,187.54932357974403
2024-08-05,173.24607066933405
2024-08-06,175.766167610692
2024-08-07,175.56183542625757
2024-08-08,178.15004309576034
2024-08-09,173.6547350382029
2024-08-10,171.27085955313456
2024-08-11,175.0169496010991
2024-08-12,176.17483197956085
2024-08-13,177.67326799874667
2024-08-14,179.92092202752536
2024-08-15,180.39769712453904
2024-08-16,179.64847911494616
2024-08-17,180.53391858082867
2024-08-18,180.67014003711827
2024-08-19,181.07880440598717
2024-08-20,180.2614756682494
2024-08-21,179.58036838680133
2024-08-22,129.04220810335272
2024-08-23,112.62752262045362
2024-08-24,108.06410383475138
2024-08-25,118.1444916001832
2024-08-26,118.00827014389355
2024-08-27,110.51609004796452
2024-08-28,102.95579922389068
2024-08-29,103.97746014606282
2024-08-30,108.74521111619948
2024-08-31,110.17553640724049
2024-09-01,108.2684360191858
2024-09-02,108.67710038805468
2024-09-03,108.94954330063392
2024-09-04,107.65543946588254
2024-09-05,104.86289961194534
2024-09-06,104.24990305864206
2024-09-07,104.93101034009014
2024-09-08,104.5904566993661
2024-09-09,104.5904566993661
2024-09-10,114.73895519294273
2024-09-11,130.5406441225385
2024-09-12,149.2029836342163
2024-09-13,137.28360620887463
2024-09-14,128.49732227819425
2024-09-15,131.8347479572899
2024-09-16,119.7791490756586
2024-09-17,125.5004502398226
2024-09-18,125.5004502398226
2024-09-19,126.11344679312587
2024-09-20,124.20634640507124
2024-09-21,121.1413636385548
2024-09-22,119.7110383475138
2024-09-23,117.80393795945916
2024-09-24,115.82872684325966
2024-09-25,113.3086299019017
2024-09-26,111.1290866012678
2024-09-27,108.88143257248908
2024-09-28,106.97433218443445
2024-09-29,105.13534252452456
2024-09-30,102.81957776760105
2024-10-01,100.70814519511195
2024-10-02,79.52570874207622
2024-10-03,87.49466393501893
2024-10-04,88.72065704162549
2024-10-05,79.73004092651065
2024-10-06,71.89730718985759
2024-10-07,65.35867728795584
2024-10-08,68.83232442334112
2024-10-09,64.81379146279737
2024-10-10,63.247244715466735
2024-10-11,54.80151442551037
2024-10-12,50.37431709609775
2024-10-13,45.33412321338188
2024-10-14,47.30933432958134
2024-10-15,46.56011631998843
2024-10-16,49.21643471763603
2024-10-17,47.92233088288464
2024-10-18,46.9687806888573
2024-10-19,48.6715488924775
2024-10-20,49.69320981464967
2024-10-21,50.10187418351854
2024-10-22,50.91920292125622
2024-10-23,51.39597801826992
2024-10-24,63.99646272505965
2024-10-25,12.09608787871484
2024-10-26,0.9940391911108842
2024-10-27,3.1054717636
2024-10-28,4.12713268577212
2024-10-29,0.857817734821278
2024-10-30,7.805112005591829
2024-10-31,12.981527344597351
2024-11-01,7.5326690930126174
2024-11-02,5.353125792378722
2024-11-03,5.625568704957935
2024-11-04,2.833028851020739
2024-11-05,5.966122345681975
2024-11-06,5.285015064233895
2024-11-07,3.0373610354551728
2024-11-08,4.944461423509855
2024-11-09,7.46455836486779
2024-11-10,9.43976948106725
2024-11-11,12.43664151943888
2024-11-12,18.226053411747703
2024-11-13,119.7791490756586
2024-11-14,123.52523912362312
2024-11-15,116.8503877654318
2024-11-16,120.46025635710672
2024-11-17,144.63956484851406
2024-11-18,103.16013140832511
2024-11-19,104.72667815565572
2024-11-20,99.82270572922944
2024-11-21,104.11368160235244
2024-11-22,108.67710038805468
2024-11-23,105.4077854371038
2024-11-24,102.479024126877
2024-11-25,96.757722962713
2024-11-26,96.82583369085782
2024-11-27,95.87228349683048
2024-11-28,93.89707238063102
2024-11-29,91.71752907999712
2024-11-30,90.2190930608113
2024-12-01,89.06121068234955
2024-12-02,88.51632485719105
2024-12-03,88.10766048832221
2024-12-04,88.03954976017741
2024-12-05,85.99622791583312
2024-12-06,77.20994398515266
2024-12-07,86.88166738171563
2024-12-08,94.91873330280316
2024-12-09,87.56277466316374
2024-12-10,95.80417276868567
2024-12-11,86.26867082841235
2024-12-12,81.36469840198606
2024-12-13,80.41114820795873
2024-12-14,79.86626238280026
2024-12-15,75.37095432524286
2024-12-16,71.35242136469905
2024-12-17,72.23786083058157
2024-12-18,73.12330029646408
2024-12-19,73.53196466533295
2024-12-20,74.00873976234665
2024-12-21,73.53196466533295
2024-12-22,73.94062903420182
2024-12-23,74.28118267492592
2024-12-24,75.03040068451877
2024-12-25,76.86939034442867
2024-12-26,96.48528005013377
2024-12-27,101.6616953891393
2024-12-28,103.09202068018028
2024-12-29,103.09202068018028
2024-12-30,88.24388194461181
2024-12-31,103.43257432090437
2025-01-01,98.59671262262286
2025-01-02,97.84749461302997
2025-01-03,97.64316242859552
2025-01-04,96.41716932198896
2025-01-05,97.09827660343704
2025-01-06,98.25615898189882
2025-01-07,92.46674708959004
2025-01-08,88.03954976017741
2025-01-09,86.40489228470196
2025-01-10,86.40489228470196
2025-01-11,88.03954976017741
2025-01-12,88.03954976017741
2025-01-13,86.81355665357083
2025-01-14,85.99622791583312
2025-01-15,84.83834553737134
2025-01-16,64.40512709392851
2025-01-17,56.43617190098579
2025-01-18,56.43617190098579
2025-01-19,45.53845539781632
2025-01-20,44.857348116368186
2025-01-21,47.24122360143652
2025-01-22,47.24122360143652
2025-01-23,51.532199474559526
2025-01-24,60.18226194895033
2025-01-25,61.61258723999131
2025-01-26,63.58779835619077
2025-01-27,68.49177078261708
2025-01-28,68.49177078261708
2025-01-29,69.78587461736846
2025-01-30,69.3772102484996
2025-01-31,69.3772102484996
2025-02-01,69.3772102484996
2025-02-02,69.10476733592039
2025-02-03,69.30909952035482
2025-02-04,69.30909952035482
2025-02-05,71.07997845211985
2025-02-06,94.44195820578948
2025-02-07,97.03016587529224
2025-02-08,93.0116329147485
2025-02-09,102.68335631131144
2025-02-10,103.63690650533876
2025-02-11,107.72355019402734
2025-02-12,103.29635286461472
2025-02-13,109.6987613102268
2025-02-14,106.36133563113115
2025-02-15,106.77
2025-02-16,106.77
2025-02-17,106.83
2025-02-18,106.83
2025-02-19,106.74
2025-02-20,106.76
2025-02-21,107.0
2025-02-22,107.0
2025-02-23,141.7136788329675
2025-02-24,137.3954922959711
2025-02-25,137.9242498311135
2025-02-26,137.1311135283999
2025-02-27,137.30736604011403
2025-02-28,139.4223961806837
2025-03-01,140.56803750682562
2025-03-02,141.09679504196802
2025-03-03,140.92054253025387
2025-03-04,140.74429001853974
2025-03-05,140.0392799716832
2025-03-06,138.541133622113
