Date,Price
2024-06-12,6675711.111111138
2024-06-13,6675711.111111138
2024-06-14,6675711.111111138
2024-06-15,6675711.111111138
2024-06-16,6675711.111111138
2024-06-17,6675711.111111138
2024-06-18,6675711.111111138
2024-06-19,6675711.111111138
2024-06-20,6675711.111111138
2024-06-21,6675711.111111138
2024-06-22,6675711.111111138
2024-06-23,6675711.111111138
2024-06-24,6675711.111111138
2024-06-25,6675711.111111138
2024-06-26,6675711.111111138
2024-06-27,6675711.111111138
2024-06-28,6675711.111111138
2024-06-29,6675711.111111138
2024-06-30,6675711.111111138
2024-07-01,6675711.111111138
2024-07-02,6675711.111111138
2024-07-03,6675711.111111138
2024-07-04,6675711.111111138
2024-07-05,6675711.111111138
2024-07-06,6675711.111111138
2024-07-07,6675711.111111138
2024-07-08,6675711.111111138
2024-07-09,6675711.111111138
2024-07-10,6675711.111111138
2024-07-11,6675711.111111138
2024-07-12,6675711.111111138
2024-07-13,6675711.111111138
2024-07-14,6675711.111111138
2024-07-15,6675711.111111138
2024-07-16,6675711.111111138
2024-07-17,6675711.111111138
2024-07-18,6675711.111111138
2024-07-19,6675711.111111138
2024-07-20,6675711.111111138
2024-07-21,5991283.111111137
2024-07-22,5991283.111111137
2024-07-23,5991283.111111137
2024-07-24,5991283.111111137
2024-07-25,5991283.111111137
2024-07-26,5991283.111111137
2024-07-27,5991283.111111137
2024-07-28,5991283.111111137
2024-07-29,5991283.111111137
2024-07-30,5991283.111111137
2024-07-31,5991283.111111137
2024-08-01,5991283.111111137
2024-08-02,5991283.111111137
2024-08-03,5991283.111111137
2024-08-04,5991283.111111137
2024-08-05,5991283.111111137
2024-08-06,5991283.111111137
2024-08-07,5991283.111111137
2024-08-08,5991283.111111137
2024-08-09,5991283.111111137
2024-08-10,5991283.111111137
2024-08-11,5991283.111111137
2024-08-12,5991283.111111137
2024-08-13,5991283.111111137
2024-08-14,5991283.111111137
2024-08-15,5991283.111111137
2024-08-16,5991283.111111137
2024-08-17,5344878.888888819
2024-08-18,5344878.888888819
2024-08-19,5344878.888888819
2024-08-20,5344878.888888819
2024-08-21,5344878.888888819
2024-08-22,5344878.888888819
2024-08-23,5344878.888888819
2024-08-24,5344878.888888819
2024-08-25,5344878.888888819
2024-08-26,5344878.888888819
2024-08-27,5344878.888888819
2024-08-28,5344878.888888819
2024-08-29,5344878.888888819
2024-08-30,5344878.888888819
2024-08-31,5344878.888888819
2024-09-01,5344878.888888819
2024-09-02,5344878.888888819
2024-09-03,5344878.888888819
2024-09-04,5344878.888888819
2024-09-05,5344878.888888819
2024-09-06,5344878.888888819
2024-09-07,5344878.888888819
2024-09-08,5344878.888888819
2024-09-09,5344878.888888819
2024-09-10,5344878.888888819
2024-09-11,5344878.888888819
2024-09-12,5344878.888888819
2024-09-13,5344878.888888819
2024-09-14,5344878.888888819
2024-09-15,5344878.888888819
2024-09-16,5344878.888888819
2024-09-17,5344878.888888819
2024-09-18,5344878.888888819
2024-09-19,4845816.805555558
2024-09-20,4845816.805555558
2024-09-21,4845816.805555558
2024-09-22,4845816.805555558
2024-09-23,4845816.805555558
2024-09-24,4845816.805555558
2024-09-25,4845816.805555558
2024-09-26,4845816.805555558
2024-09-27,4845816.805555558
2024-09-28,4845816.805555558
2024-09-29,4845816.805555558
2024-09-30,4845816.805555558
2024-10-01,4845816.805555558
2024-10-02,4845816.805555558
